adress,rooms,size,floor,level,repair,wall,price
 Мирабадский район,2,48.0,7,9,Евроремонт,Кирпичный,1000.0
 Олмазорский район,1,46.0,8,9,Евроремонт,Кирпичный,600.0
 Янгихаётский район,3,100.0,2,4,Евроремонт,Кирпичный,1000.0
 Яшнободский район,2,40.0,1,5,Евроремонт,Кирпичный,400.0
 Сергелийский район,2,50.0,2,6,Черновая отделка,Кирпичный,450.0
 Яшнободский район,2,50.0,1,5,Средний,Кирпичный,700.0
 Чиланзарский район,2,37.0,3,4,Евроремонт,Кирпичный,400.0
 Чиланзарский район,2,68.0,6,10,Евроремонт,Панельный,800.0
 Яккасарайский район,2,54.0,4,8,Евроремонт,Кирпичный,650.0
 Чиланзарский район,4,89.0,3,10,Евроремонт,Панельный,1500.0
 Яшнободский район,3,60.0,7,9,Евроремонт,Кирпичный,650.0
 Мирабадский район,3,200.0,3,5,Евроремонт,Кирпичный,1500.0
 Мирабадский район,2,104.0,7,9,Евроремонт,Панельный,1000.0
 Чиланзарский район,1,30.0,2,4,Евроремонт,Панельный,400.0
 Яккасарайский район,2,60.0,6,9,Средний, ,700.0
 Мирзо-Улугбекский район,2,68.0,8,8,Евроремонт,Кирпичный,1200.0
 Чиланзарский район,1,30.0,2,4,Черновая отделка,Кирпичный,425.0
 Шайхантахурский район,4,140.0,4,5,Черновая отделка,Кирпичный,3500.0
 Мирзо-Улугбекский район,1,45.0,2,4,Евроремонт,Кирпичный,1000.0
 Шайхантахурский район,3,110.0,1,8, , ,2000.0
 Мирабадский район,3,100.0,6,9,Евроремонт,Панельный,1100.0
 Мирабадский район,3,65.0,4,4,Евроремонт,Кирпичный,1100.0
 Юнусабадский район,3,105.0,5,9,Евроремонт,Кирпичный,1800.0
 Юнусабадский район,4,95.0,3,4,Черновая отделка,Кирпичный,850.0
 Мирабадский район,3,90.0,7,9,Черновая отделка,Панельный,900.0
 Яшнободский район,1,40.0,1,3, , ,450.0
 Мирабадский район,3,64.0,9,9,Евроремонт,Панельный,800.0
 Мирзо-Улугбекский район,2,65.0,5,7,Евроремонт,Кирпичный,1300.0
 Чиланзарский район,1,20.0,3,4,Черновая отделка,Панельный,220.0
 Чиланзарский район,1,28.0,1,4,Евроремонт,Кирпичный,400.0
 Шайхантахурский район,3,55.0,7,10,Евроремонт,Кирпичный,800.0
 Яккасарайский район,3,70.0,4,4,Евроремонт,Монолитный,600.0
 Чиланзарский район,2,47.0,4,9,Евроремонт,Монолитный,450.0
 Шайхантахурский район,2,50.0,3,8,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,3,72.0,3,4,Черновая отделка,Кирпичный,749.0
 Чиланзарский район,1,30.0,3,4,Евроремонт,Панельный,400.0
 Яккасарайский район,2,60.0,3,4,Евроремонт,Кирпичный,850.0
 Чиланзарский район,3,90.0,5,9,Черновая отделка,Панельный,450.0
 Шайхантахурский район,4,126.0,5,8,Евроремонт,Монолитный,2999.0
 Мирабадский район,4,96.0,3,4,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,3,80.0,7,8,Евроремонт,Кирпичный,2000.0
 Яккасарайский район,2,50.0,6,6,Евроремонт, ,850.0
 Яшнободский район,2,65.0,5,7,Евроремонт, ,1300.0
 Юнусабадский район,2,58.0,2,4,Евроремонт,Кирпичный,900.0
 Мирабадский район,2,70.0,10,12,Евроремонт, ,2000.0
 Мирабадский район,3,72.0,5,9,Евроремонт,Панельный,800.0
 Мирабадский район,4,200.0,7,8,Евроремонт,Кирпичный,1800.0
 Мирзо-Улугбекский район,3,78.0,3,9,Евроремонт,Кирпичный,650.0
 Мирзо-Улугбекский район,3,62.0,4,5,Евроремонт,Кирпичный,600.0
 Яшнободский район,2,62.0,3,5,Евроремонт,Кирпичный,550.0
 Чиланзарский район,1,22.0,3,4,Евроремонт,Кирпичный,350.0
 Учтепинский район,2,67.0,2,5,Евроремонт,Кирпичный,700.0
 Чиланзарский район,2,45.0,1,4,Евроремонт,Кирпичный,380.0
 Мирабадский район,4,154.0,2,9,Евроремонт,Панельный,1500.0
 Мирзо-Улугбекский район,2,61.0,6,9,Черновая отделка,Кирпичный,500.0
 Мирзо-Улугбекский район,2,50.0,4,4,Средний,Кирпичный,350.0
 Мирабадский район,2,50.0,4,4,Средний,Кирпичный,420.0
 Олмазорский район,1,40.0,4,4,Средний,Панельный,300.0
 Чиланзарский район,2,45.0,2,4,Евроремонт,Кирпичный,700.0
 Яккасарайский район,3,88.0,3,9,Евроремонт,Кирпичный,650.0
 Шайхантахурский район,2,51.0,5,9,Евроремонт,Кирпичный,700.0
 Мирабадский район,4,100.0,7,9,Средний,Монолитный,550.0
 Мирабадский район,4,100.0,7,9,Средний,Монолитный,550.0
 Яшнободский район,2,68.0,2,9,Евроремонт,Панельный,700.0
 Юнусабадский район,4,80.0,3,4,Евроремонт,Кирпичный,500.0
 Шайхантахурский район,3,100.0,9,9,Евроремонт,Кирпичный,800.0
 Мирабадский район,3,94.0,3,9,Евроремонт,Панельный,1200.0
 Чиланзарский район,2,55.0,1,4,Евроремонт,Панельный,400.0
 Мирабадский район,3,85.0,3,4,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,2,70.0,4,9,Евроремонт,Панельный,500.0
 Яшнободский район,2,95.0,2,7,Евроремонт,Кирпичный,950.0
 Учтепинский район,3,47.0,2,5,Евроремонт,Кирпичный,550.0
 Мирзо-Улугбекский район,1,42.0,4,4,Евроремонт,Кирпичный,500.0
 Мирабадский район,2,50.0,3,5,Евроремонт,Кирпичный,600.0
 Яккасарайский район,1,30.0,1,2,Евроремонт,Кирпичный,546.0
 Чиланзарский район,3,74.0,2,4,Евроремонт,Кирпичный,700.0
 Яшнободский район,2,45.0,3,4,Средний,Кирпичный,347.0
 Мирзо-Улугбекский район,2,42.0,3,3,Евроремонт,Кирпичный,500.0
 Чиланзарский район,1,30.0,4,4,Черновая отделка,Панельный,300.0
 Яшнободский район,2,73.0,1,7,Евроремонт,Кирпичный,1100.0
 Шайхантахурский район,1,40.0,1,7,Евроремонт,Кирпичный,1200.0
 Яшнободский район,2,51.0,5,5,Евроремонт,Кирпичный,650.0
 Мирзо-Улугбекский район,2,40.0,3,12,Евроремонт,Кирпичный,800.0
 Яккасарайский район,1,53.0,7,10,Евроремонт,Кирпичный,699.0
 Мирзо-Улугбекский район,3,70.0,2,4,Евроремонт,Кирпичный,600.0
 Яшнободский район,2,66.0,7,9,Евроремонт,Кирпичный,650.0
 Мирзо-Улугбекский район,3,88.0,2,5,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,2,51.0,3,5,Евроремонт,Кирпичный,650.0
 Шайхантахурский район,2,45.0,2,4,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,3,78.0,3,5,Евроремонт,Кирпичный,800.0
 Мирабадский район,4,96.0,9,9,Евроремонт,Кирпичный,600.0
 Мирабадский район,2,70.0,4,6,Евроремонт, ,2000.0
 Олмазорский район,2,70.0,1,4,Евроремонт,Кирпичный,750.0
 Учтепинский район,2,58.0,2,5,Евроремонт,Кирпичный,500.0
 Чиланзарский район,2,45.0,3,5,Евроремонт,Кирпичный,500.0
 Яккасарайский район,3,82.0,1,4,Евроремонт,Кирпичный,900.0
 Юнусабадский район,2,70.0,1,4,Черновая отделка,Кирпичный,600.0
 Яккасарайский район,3,82.0,1,4,Евроремонт,Кирпичный,900.0
 Юнусабадский район,1,45.0,3,4,Евроремонт,Панельный,600.0
 Чиланзарский район,3,75.0,5,9,Евроремонт,Панельный,800.0
 Мирзо-Улугбекский район,3,107.0,3,18,Евроремонт,Панельный,1300.0
 Яккасарайский район,3,100.0,3,10, , ,1000.0
