adress,rooms,size,floor,level,repair,wall,price
 Яшнободский район,2,40.0,2,5,Черновая отделка,Панельный,450.0
 Мирабадский район,2,55.0,4,4,Черновая отделка,Кирпичный,850.0
 Мирабадский район,2,60.0,4,4,Евроремонт,Кирпичный,1000.0
 Мирабадский район,4,93.0,4,9,Евроремонт,Панельный,700.0
 Юнусабадский район,2,65.0,9,9,Евроремонт,Панельный,600.0
 Олмазорский район,3,75.0,3,5,Средний,Панельный,400.0
 Мирабадский район,3,74.0,6,9,Средний,Панельный,500.0
 Яшнободский район,1,35.0,4,4,Евроремонт,Панельный,300.0
 Шайхантахурский район,2,50.0,4,7,Евроремонт,Кирпичный,1500.0
 Юнусабадский район,2,58.0,9,10,Евроремонт,Кирпичный,1200.0
 Яккасарайский район,2,57.0,4,5,Евроремонт,Кирпичный,800.0
 Яккасарайский район,2,70.0,5,7,Евроремонт,Кирпичный,850.0
 Мирзо-Улугбекский район,2,60.0,2,4,Черновая отделка,Кирпичный,650.0
 Олмазорский район,2,65.0,4,9,Евроремонт,Монолитный,600.0
 Чиланзарский район,2,52.0,4,5,Черновая отделка,Панельный,400.0
 Яшнободский район,3,90.0,5,9,Евроремонт,Кирпичный,1000.0
 Яшнободский район,4,95.0,8,8,Евроремонт,Кирпичный,1400.0
 Мирзо-Улугбекский район,1,32.0,1,1,Черновая отделка,Кирпичный,400.0
 Мирабадский район,4,150.0,6,7,Евроремонт,Кирпичный,2000.0
 Мирабадский район,3,100.0,2,9,Черновая отделка,Панельный,900.0
 Яшнободский район,2,62.0,2,4,Евроремонт,Кирпичный,500.0
 Мирабадский район,2,68.0,8,10,Евроремонт,Кирпичный,1600.0
 Шайхантахурский район,2,60.0,5,9,Черновая отделка,Панельный,750.0
 Олмазорский район,2,76.0,13,18,Евроремонт,Монолитный,900.0
 Яккасарайский район,2,60.0,4,8,Евроремонт,Кирпичный,1000.0
 Яккасарайский район,2,60.0,4,5,Черновая отделка,Кирпичный,700.0
 Мирабадский район,2,50.0,3,4,Евроремонт,Кирпичный,700.0
 Юнусабадский район,4,130.0,5,9,Евроремонт,Кирпичный,2700.0
 Мирабадский район,3,80.0,3,6,Евроремонт,Кирпичный,1000.0
 Мирабадский район,2,63.0,3,4,Евроремонт,Кирпичный,700.0
 Мирабадский район,2,68.0,3,9,Евроремонт,Кирпичный,800.0
 Чиланзарский район,2,40.0,3,5,Евроремонт,Кирпичный,400.0
 Мирзо-Улугбекский район,1,40.0,2,6,Евроремонт,Кирпичный,300.0
 Мирабадский район,3,68.0,4,4,Средний, ,370.0
 Мирабадский район,3,68.0,4,4,Средний, ,370.0
 Шайхантахурский район,3,85.0,6,8,Евроремонт,Кирпичный,1600.0
 Юнусабадский район,2,60.0,3,8,Евроремонт,Кирпичный,700.0
 Юнусабадский район,6,98.0,4,13,Евроремонт,Кирпичный,1200.0
 Шайхантахурский район,3,76.0,1,1,Черновая отделка,Кирпичный,1000.0
 Яшнободский район,3,76.0,6,16,Евроремонт,Монолитный,400.0
 Яшнободский район,2,60.0,2,9,Евроремонт,Кирпичный,750.0
 Мирабадский район,2,54.0,3,4,Черновая отделка,Кирпичный,450.0
 Мирзо-Улугбекский район,1,30.0,1,5,Евроремонт,Кирпичный,600.0
 Яшнободский район,2,68.0,8,8,Евроремонт,Кирпичный,1200.0
 Юнусабадский район,4,70.0,3,5,Евроремонт,Кирпичный,700.0
 Мирзо-Улугбекский район,1,30.0,1,1,Евроремонт,Кирпичный,400.0
 Чиланзарский район,3,60.0,3,5,Евроремонт,Кирпичный,600.0
 Мирзо-Улугбекский район,2,41.0,4,5,Евроремонт,Кирпичный,600.0
 Яшнободский район,2,56.0,2,4,Евроремонт,Кирпичный,600.0
 Яккасарайский район,2,55.0,4,4,Черновая отделка,Кирпичный,400.0
 Яшнободский район,3,60.0,7,9,Евроремонт,Кирпичный,500.0
 Чиланзарский район,2,40.0,3,5,Евроремонт,Кирпичный,400.0
 Мирабадский район,2,58.0,3,4,Евроремонт,Кирпичный,700.0
 Мирзо-Улугбекский район,2,55.0,2,4,Евроремонт,Кирпичный,600.0
 Мирабадский район,2,60.0,6,9,Средний,Панельный,700.0
 Шайхантахурский район,2,60.0,2,4,Средний,Кирпичный,500.0
 Мирзо-Улугбекский район,1,40.0,1,5,Евроремонт,Панельный,400.0
 Мирзо-Улугбекский район,2,60.0,9,18,Средний,Монолитный,500.0
 Чиланзарский район,2,48.0,2,4,Черновая отделка,Панельный,200.0
 Мирабадский район,4,95.0,4,9,Средний,Панельный,700.0
 Мирзо-Улугбекский район,3,80.0,6,8,Евроремонт,Кирпичный,1300.0
 Мирабадский район,3,75.0,6,9,Евроремонт,Кирпичный,700.0
 Яшнободский район,2,65.0,6,9,Евроремонт,Кирпичный,500.0
 Мирабадский район,3,100.0,7,12,Евроремонт, ,2500.0
 Мирзо-Улугбекский район,2,72.0,4,25,Евроремонт,Монолитный,1500.0
 Чиланзарский район,4,100.0,4,9,Евроремонт,Кирпичный,900.0
 Мирзо-Улугбекский район,3,80.0,4,9,Евроремонт,Панельный,1100.0
 Яшнободский район,3,75.0,8,9,Евроремонт,Кирпичный,874.65
 Чиланзарский район,6,400.0,1,2,Евроремонт,Кирпичный,10.06
 Юнусабадский район,6,3.0,1,1,Евроремонт,Кирпичный,10.06
 Мирзо-Улугбекский район,2,60.0,3,4,Черновая отделка,Кирпичный,500.0
 Мирзо-Улугбекский район,2,65.0,7,9,Черновая отделка,Панельный,850.0
 Мирабадский район,1,43.0,8,9,Черновая отделка,Панельный,750.0
 Мирзо-Улугбекский район,2,75.0,5,9,Евроремонт,Панельный,1000.0
 Шайхантахурский район,2,60.0,6,9,Черновая отделка,Панельный,800.0
 Юнусабадский район,4,120.0,6,9,Евроремонт,Кирпичный,1500.0
 Мирзо-Улугбекский район,3,52.0,1,4,Евроремонт,Панельный,800.0
 Мирзо-Улугбекский район,2,60.0,6,8,Евроремонт,Кирпичный,800.0
 Яшнободский район,3,93.0,1,7,Черновая отделка,Кирпичный,550.0
 Яккасарайский район,2,56.0,6,8,Евроремонт,Кирпичный,700.0
 Чиланзарский район,2,40.0,4,4,Евроремонт,Кирпичный,650.0
 Мирабадский район,2,56.0,10,12,Евроремонт,Панельный,1400.0
 Яшнободский район,2,56.0,6,9,Евроремонт,Кирпичный,1100.0
 Юнусабадский район,3,65.0,2,4,Средний,Кирпичный,505.0
 Шайхантахурский район,3,100.0,3,8,Евроремонт,Кирпичный,2800.0
 Яшнободский район,2,56.0,2,2,Средний,Кирпичный,500.0
 Мирабадский район,2,65.0,2,4,Евроремонт,Кирпичный,1000.0
 Яккасарайский район,2,60.0,6,9,Евроремонт,Кирпичный,700.0
 Шайхантахурский район,2,50.0,3,8,Евроремонт,Кирпичный,1200.0
 Мирзо-Улугбекский район,3,84.0,8,10,Евроремонт,Кирпичный,950.0
 Мирабадский район,3,70.0,3,4,Евроремонт,Панельный,750.0
 Мирабадский район,2,65.0,1,9,Евроремонт,Кирпичный,1500.0
 Мирабадский район,2,68.0,2,12,Евроремонт,Панельный,800.0
 Мирабадский район,2,60.0,4,9,Евроремонт,Панельный,900.0
 Яккасарайский район,1,40.0,2,5,Черновая отделка,Панельный,350.0
 Мирзо-Улугбекский район,2,51.0,2,9,Евроремонт,Кирпичный,1200.0
 Шайхантахурский район,2,68.0,9,9,Евроремонт,Кирпичный,1800.0
 Юнусабадский район,4,125.0,1,5,Евроремонт,Кирпичный,800.0
 Шайхантахурский район,2,60.0,4,9,Черновая отделка,Панельный,700.0
 Юнусабадский район,3,70.0,6,13,Евроремонт,Кирпичный,800.0
 Мирабадский район,2,73.0,1,9,Евроремонт,Кирпичный,1000.0
 Яшнободский район,2,75.0,9,9,Евроремонт,Кирпичный,850.0
 Шайхантахурский район,3,91.0,4,7,Евроремонт,Кирпичный,2000.0
 Яшнободский район,2,60.0,7,9,Евроремонт,Панельный,650.0
 Мирзо-Улугбекский район,1,51.0,6,6,Евроремонт,Кирпичный,600.0
 Юнусабадский район,1,44.0,7,7,Евроремонт,Кирпичный,600.0
 Яшнободский район,2,51.0,5,5,Евроремонт,Кирпичный,650.0
 Мирабадский район,2,65.0,5,8,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,3,115.0,2,9,Евроремонт,Кирпичный,2200.0
 Мирабадский район,3,103.0,4,4,Евроремонт,Кирпичный,900.0
 Мирабадский район,4,186.0,6,9,Евроремонт,Кирпичный,2000.0
 Сергелийский район,3,78.0,7,9,Черновая отделка,Панельный,350.0
 Мирабадский район,3,100.0,1,6,Евроремонт,Кирпичный,1200.0
 Юнусабадский район,3,99.0,5,10,Евроремонт,Кирпичный,2000.0
 Мирабадский район,4,200.0,4,8,Евроремонт,Кирпичный,2000.0
 Юнусабадский район,3,105.0,4,9,Евроремонт,Кирпичный,1200.0
 Мирабадский район,2,48.0,4,4,Средний,Кирпичный,300.0
 Мирабадский район,2,68.0,8,9,Евроремонт,Панельный,700.0
 Яккасарайский район,3,70.0,7,12,Черновая отделка,Панельный,500.0
 Мирабадский район,2,65.0,1,4,Евроремонт,Кирпичный,700.0
 Сергелийский район,2,57.0,5,6,Евроремонт,Кирпичный,600.0
 Яшнободский район,3,110.0,4,6,Евроремонт,Кирпичный,1198.0
 Шайхантахурский район,1,45.0,7,8,Евроремонт, ,1000.0
 Учтепинский район,1,42.0,2,4,Евроремонт,Кирпичный,400.0
 Яккасарайский район,3,95.0,6,8,Евроремонт,Кирпичный,1700.0
 Юнусабадский район,3,110.0,2,8,Евроремонт,Кирпичный,2200.0
 Яшнободский район,2,72.0,2,5,Евроремонт,Панельный,500.0
 Юнусабадский район,2,68.0,9,9,Евроремонт,Панельный,650.0
 Юнусабадский район,3,92.0,1,9,Евроремонт,Панельный,1000.0
 Юнусабадский район,2,60.0,4,9,Евроремонт,Панельный,600.0
 Шайхантахурский район,3,114.0,2,8,Евроремонт,Кирпичный,2200.0
 Шайхантахурский район,3,105.0,4,9,Евроремонт,Кирпичный,2000.0
 Юнусабадский район,2,77.0,3,7,Евроремонт,Кирпичный,700.0
 Мирабадский район,4,178.0,6,8,Евроремонт,Кирпичный,2000.0
 Юнусабадский район,2,74.0,4,12,Черновая отделка,Кирпичный,900.0
 Мирабадский район,3,106.0,1,6,Евроремонт,Кирпичный,1200.0
 Яккасарайский район,3,110.0,4,8,Евроремонт,Кирпичный,1000.0
 Мирабадский район,1,30.0,4,12,Евроремонт, ,1000.0
 Мирабадский район,3,101.0,4,4,Евроремонт,Кирпичный,950.0
 Мирабадский район,2,80.0,5,6,Евроремонт, ,2000.0
 Яшнободский район,3,70.0,4,9,Евроремонт,Кирпичный,800.0
 Юнусабадский район,4,100.0,8,9,Евроремонт,Панельный,1300.0
 Юнусабадский район,4,70.0,4,4,Евроремонт,Монолитный,750.0
 Мирзо-Улугбекский район,2,70.0,3,4,Евроремонт,Кирпичный,1100.0
 Олмазорский район,4,140.0,6,8,Евроремонт,Кирпичный,1100.0
 Юнусабадский район,4,120.0,4,8,Евроремонт,Кирпичный,1300.0
 Мирзо-Улугбекский район,2,63.0,3,12,Евроремонт,Кирпичный,1200.0
 Яккасарайский район,3,80.0,1,4,Евроремонт,Кирпичный,750.0
 Яккасарайский район,1,40.0,2,4,Евроремонт,Кирпичный,500.0
 Яшнободский район,2,50.0,7,9,Евроремонт,Кирпичный,800.0
 Яшнободский район,3,80.0,6,9,Евроремонт,Кирпичный,850.0
 Мирабадский район,3,60.0,4,4,Евроремонт,Панельный,800.0
 Шайхантахурский район,2,60.0,6,9,Евроремонт,Панельный,700.0
 Мирзо-Улугбекский район,1,40.0,8,12,Евроремонт,Кирпичный,800.0
 Яшнободский район,3,72.0,2,9,Евроремонт,Кирпичный,800.0
 Мирабадский район,4,100.0,3,4,Евроремонт,Кирпичный,1500.0
 Мирабадский район,6,400.0,5,7,Евроремонт,Кирпичный,3000.0
 Мирзо-Улугбекский район,3,72.0,2,9,Евроремонт,Кирпичный,850.0
 Мирабадский район,2,65.0,3,9,Евроремонт,Монолитный,700.0
 Чиланзарский район,2,50.0,1,4,Евроремонт,Панельный,450.0
 Мирзо-Улугбекский район,3,100.0,5,5,Евроремонт,Кирпичный,1600.0
 Чиланзарский район,1,30.0,4,4,Черновая отделка,Панельный,350.0
 Чиланзарский район,1,30.0,3,4,Евроремонт,Панельный,400.0
 Яккасарайский район,2,55.0,7,9, , ,800.0
 Мирзо-Улугбекский район,3,75.0,4,5,Евроремонт,Кирпичный,600.0
 Мирзо-Улугбекский район,2,50.0,1,5,Евроремонт,Кирпичный,600.0
 Мирабадский район,3,105.0,2,9,Евроремонт,Кирпичный,2000.0
 Мирабадский район,3,125.0,4,7,Евроремонт,Кирпичный,1400.0
 Юнусабадский район,4,110.0,2,8,Евроремонт,Кирпичный,1300.0
 Яшнободский район,3,107.0,4,7,Евроремонт,Кирпичный,1200.0
 Юнусабадский район,4,120.0,4,6,Евроремонт,Кирпичный,1500.0
 Мирабадский район,4,180.0,2,7,Евроремонт,Кирпичный,2000.0
 Мирзо-Улугбекский район,2,50.0,4,4,Черновая отделка,Кирпичный,650.0
 Яшнободский район,3,95.0,2,11,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,2,60.0,2,9,Средний,Панельный,650.0
 Яккасарайский район,3,78.0,2,3,Евроремонт,Кирпичный,900.0
 Яккасарайский район,2,55.0,3,5,Черновая отделка,Кирпичный,600.0
 Яккасарайский район,2,57.0,3,4,Евроремонт,Кирпичный,600.0
 Мирабадский район,2,75.0,7,9,Евроремонт,Панельный,1000.0
 Мирабадский район,2,66.0,2,9,Евроремонт,Кирпичный,1000.0
 Мирзо-Улугбекский район,2,50.0,2,4,Евроремонт,Кирпичный,550.0
 Олмазорский район,3,85.0,7,9,Евроремонт,Кирпичный,800.0
 Шайхантахурский район,3,110.0,5,9,Евроремонт,Кирпичный,1700.0
 Яшнободский район,2,55.0,6,9,Евроремонт,Панельный,700.0
 Шайхантахурский район,4,130.0,5,5,Черновая отделка,Кирпичный,700.0
 Юнусабадский район,4,120.0,4,7,Евроремонт,Кирпичный,1500.0
 Шайхантахурский район,2,75.0,3,7,Евроремонт,Кирпичный,1500.0
 Чиланзарский район,2,50.0,2,4,Евроремонт,Панельный,600.0
 Яшнободский район,2,75.0,9,9,Евроремонт,Кирпичный,800.0
 Олмазорский район,3,70.0,2,2,Черновая отделка,Кирпичный,500.0
 Юнусабадский район,2,60.0,2,4,Средний, ,350.0
 Мирабадский район,3,90.0,3,7,Евроремонт,Кирпичный,750.0
 Юнусабадский район,4,90.0,4,4,Евроремонт,Кирпичный,1000.0
 Юнусабадский район,3,100.0,7,9,Евроремонт,Кирпичный,1500.0
 Яшнободский район,2,50.0,7,9,Евроремонт,Кирпичный,750.0
 Яккасарайский район,2,55.0,3,5,Черновая отделка,Кирпичный,800.0
 Юнусабадский район,4,97.0,2,4,Евроремонт,Кирпичный,1500.0
 Юнусабадский район,2,47.0,5,9,Черновая отделка,Монолитный,600.0
 Яшнободский район,3,70.0,7,8,Евроремонт,Кирпичный,1000.0
 Юнусабадский район,3,65.0,2,4,Евроремонт,Кирпичный,650.0
 Яшнободский район,3,80.0,6,9,Черновая отделка,Панельный,750.0
 Яшнободский район,2,55.0,1,5,Евроремонт,Кирпичный,650.0
 Мирзо-Улугбекский район,2,41.0,4,5,Евроремонт,Кирпичный,600.0
 Мирзо-Улугбекский район,3,80.0,7,8,Евроремонт,Кирпичный,1800.0
 Юнусабадский район,3,66.0,6,9,Евроремонт,Монолитный,800.0
 Мирзо-Улугбекский район,2,36.0,4,4,Черновая отделка,Кирпичный,220.0
 Юнусабадский район,3,120.0,8,9,Евроремонт,Кирпичный,1350.0
 Шайхантахурский район,3,110.0,5,8,Евроремонт, ,2500.0
 Мирзо-Улугбекский район,2,60.0,4,5,Евроремонт,Кирпичный,900.0
 Мирабадский район,3,105.0,2,9,Евроремонт,Кирпичный,2000.0
 Мирабадский район,3,90.0,8,16,Евроремонт,Панельный,2000.0
 Мирабадский район,1,30.0,2,12,Евроремонт, ,1000.0
 Шайхантахурский район,3,78.0,3,9,Евроремонт,Монолитный,700.0
 Яшнободский район,3,90.0,3,7,Евроремонт,Кирпичный,800.0
 Юнусабадский район,3,48.0,1,4,Средний,Панельный,600.0
 Чиланзарский район,2,57.0,3,4,Евроремонт,Кирпичный,600.0
 Чиланзарский район,2,43.0,1,4,Черновая отделка,Панельный,450.0
 Мирабадский район,3,105.0,2,9,Евроремонт,Кирпичный,2000.0
 Шайхантахурский район,3,65.0,1,4,Черновая отделка,Кирпичный,700.0
 Олмазорский район,3,76.0,4,9,Евроремонт,Кирпичный,900.0
 Яшнободский район,2,450.0,4,5,Средний,Панельный,350.0
 Олмазорский район,3,70.0,5,9,Евроремонт,Монолитный,800.0
 Мирабадский район,2,50.0,3,5,Черновая отделка,Кирпичный,600.0
 Учтепинский район,3,65.0,2,4,Евроремонт,Кирпичный,600.0
 Мирабадский район,1,40.0,3,4,Черновая отделка,Кирпичный,600.0
 Яккасарайский район,2,65.0,8,9,Евроремонт,Кирпичный,1200.0
 Мирабадский район,3,120.0,5,9,Евроремонт,Кирпичный,1400.0
 Яшнободский район,3,55.0,2,9,Евроремонт,Кирпичный,600.0
 Мирабадский район,3,70.0,1,4,Евроремонт,Кирпичный,650.0
 Шайхантахурский район,3,75.0,5,9,Евроремонт,Кирпичный,700.0
 Мирзо-Улугбекский район,3,68.0,8,9,Евроремонт,Панельный,1000.0
 Яшнободский район,4,95.0,8,8,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,3,80.0,3,4,Евроремонт,Кирпичный,800.0
 Яккасарайский район,2,60.0,2,9,Евроремонт,Кирпичный,500.0
 Чиланзарский район,1,30.0,1,4,Евроремонт,Панельный,400.0
 Чиланзарский район,2,60.0,1,4,Черновая отделка,Панельный,700.0
 Учтепинский район,3,68.0,4,5,Черновая отделка,Кирпичный,500.0
 Чиланзарский район,1,30.0,9,9,Евроремонт,Монолитный,500.0
 Мирзо-Улугбекский район,2,85.0,7,9,Евроремонт,Кирпичный,1000.0
 Яшнободский район,4,130.0,5,9,Евроремонт,Кирпичный,1800.0
 Юнусабадский район,3,80.0,4,5,Евроремонт,Кирпичный,750.0
 Мирзо-Улугбекский район,2,50.0,5,5,Средний,Кирпичный,350.0
 Мирзо-Улугбекский район,2,62.0,2,9,Евроремонт,Кирпичный,800.0
 Мирабадский район,1,32.0,2,4,Черновая отделка,Кирпичный,400.0
 Мирзо-Улугбекский район,4,120.0,5,8, , ,2000.0
 Мирзо-Улугбекский район,1,30.0,2,4,Евроремонт,Кирпичный,450.0
 Олмазорский район,2,47.0,2,4,Евроремонт,Кирпичный,450.0
 Мирабадский район,4,165.0,6,8,Евроремонт, ,2500.0
 Мирабадский район,4,80.0,1,4,Евроремонт,Кирпичный,1300.0
 Яшнободский район,2,60.0,9,9,Евроремонт,Кирпичный,1000.0
 Яккасарайский район,3,70.0,15,16,Евроремонт,Панельный,1000.0
 Яшнободский район,2,50.0,5,8,Евроремонт,Кирпичный,800.0
 Яккасарайский район,2,55.0,3,9,Евроремонт,Панельный,800.0
 Мирзо-Улугбекский район,2,76.0,3,7,Евроремонт,Кирпичный,1400.0
 Шайхантахурский район,4,95.0,4,8,Евроремонт,Кирпичный,2300.0
 Мирабадский район,4,80.0,1,4,Евроремонт,Кирпичный,1300.0
 Яшнободский район,2,55.0,6,9,Евроремонт,Кирпичный,700.0
 Чиланзарский район,3,90.0,10,12,Черновая отделка,Монолитный,850.0
 Мирабадский район,3,80.0,4,4,Черновая отделка,Кирпичный,800.0
 Яшнободский район,4,160.0,1,5,Евроремонт,Кирпичный,1500.0
 Яккасарайский район,4,160.0,4,8,Евроремонт, ,2500.0
 Мирабадский район,4,165.0,6,8,Евроремонт,Кирпичный,2200.0
 Мирзо-Улугбекский район,3,100.0,7,8,Евроремонт,Кирпичный,2000.0
 Мирабадский район,3,120.0,8,9,Евроремонт,Панельный,1200.0
 Мирзо-Улугбекский район,2,47.0,2,5,Евроремонт,Кирпичный,600.0
 Мирабадский район,2,55.0,3,9,Евроремонт,Панельный,800.0
 Чиланзарский район,1,29.0,2,4,Черновая отделка,Панельный,300.0
 Шайхантахурский район,2,70.0,6,8,Евроремонт, ,1200.0
 Мирабадский район,4,100.0,5,9,Евроремонт,Панельный,1350.0
 Яшнободский район,2,40.0,4,5,Черновая отделка,Монолитный,500.0
 Яккасарайский район,4,230.0,4,7,Евроремонт,Кирпичный,1500.0
 Мирабадский район,3,70.0,3,9,Евроремонт,Панельный,800.0
 Мирабадский район,3,90.0,3,7,Евроремонт,Кирпичный,800.0
 Шайхантахурский район,3,112.0,5,9,Евроремонт,Кирпичный,2500.0
 Мирабадский район,3,103.0,4,4,Евроремонт,Кирпичный,900.0
 Олмазорский район,6,250.0,2,2,Средний,Монолитный,2750.0
 Шайхантахурский район,4,122.0,3,7,Евроремонт,Кирпичный,2200.0
 Яккасарайский район,3,113.0,4,8,Евроремонт,Кирпичный,1000.0
 Мирабадский район,3,99.0,1,6,Евроремонт,Кирпичный,1200.0
 Шайхантахурский район,2,73.0,5,8,Евроремонт,Кирпичный,1400.0
 Мирабадский район,4,214.0,4,7,Евроремонт,Кирпичный,2000.0
 Мирабадский район,4,179.0,6,9,Евроремонт,Кирпичный,2000.0
 Шайхантахурский район,3,105.0,4,9,Евроремонт,Кирпичный,2000.0
 Шайхантахурский район,3,110.0,2,9,Евроремонт,Кирпичный,2200.0
 Чиланзарский район,1,30.0,1,4,Евроремонт,Кирпичный,450.0
 Чиланзарский район,3,75.0,1,4,Черновая отделка,Кирпичный,600.0
 Чиланзарский район,2,45.0,2,4,Евроремонт,Кирпичный,700.0
 Мирабадский район,2,60.0,3,9,Евроремонт,Монолитный,800.0
 Чиланзарский район,2,33.0,2,4,Евроремонт,Панельный,400.0
 Мирабадский район,2,55.0,5,5,Евроремонт,Панельный,500.0
 Мирзо-Улугбекский район,2,65.0,4,5,Евроремонт,Кирпичный,700.0
 Мирзо-Улугбекский район,2,60.0,5,5,Евроремонт,Кирпичный,800.0
 Яккасарайский район,3,80.0,15,16,Евроремонт,Кирпичный,1100.0
 Мирабадский район,2,55.0,3,9,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,2,55.0,1,4,Евроремонт,Кирпичный,480.0
 Мирзо-Улугбекский район,3,138.0,3,7,Евроремонт, ,2200.0
 Сергелийский район,3,72.0,3,9,Евроремонт,Кирпичный,549.0
 Шайхантахурский район,3,110.0,5,8,Евроремонт,Кирпичный,2200.0
 Шайхантахурский район,2,55.0,3,4,Евроремонт,Кирпичный,550.0
 Яккасарайский район,2,85.0,4,8,Евроремонт,Кирпичный,1700.0
 Юнусабадский район,4,130.0,2,9,Евроремонт,Кирпичный,2990.0
 Мирабадский район,2,65.0,9,9,Черновая отделка,Панельный,400.0
 Мирабадский район,3,80.0,4,4,Евроремонт,Кирпичный,1000.0
 Шайхантахурский район,3,75.0,1,4,Евроремонт,Кирпичный,1600.0
 Юнусабадский район,3,127.0,4,12,Евроремонт,Кирпичный,1300.0
 Шайхантахурский район,2,75.0,3,9,Евроремонт,Кирпичный,1300.0
 Мирзо-Улугбекский район,2,55.0,5,10,Евроремонт,Кирпичный,900.0
 Яшнободский район,2,58.0,7,9,Евроремонт,Кирпичный,900.0
 Юнусабадский район,3,94.0,6,10,Евроремонт,Кирпичный,2000.0
 Мирабадский район,4,100.0,7,9,Евроремонт,Кирпичный,1200.0
 Мирзо-Улугбекский район,2,55.0,3,4,Евроремонт,Кирпичный,1200.0
 Яшнободский район,3,138.0,5,8,Евроремонт,Кирпичный,3200.0
 Шайхантахурский район,2,70.0,2,5,Евроремонт,Кирпичный,750.0
 Мирзо-Улугбекский район,3,138.0,5,8,Евроремонт,Кирпичный,2000.0
 Мирзо-Улугбекский район,3,138.0,3,8,Евроремонт,Кирпичный,2200.0
 Шайхантахурский район,4,146.0,4,7,Черновая отделка,Кирпичный,3650.0
 Шайхантахурский район,1,310.0,1,4,Евроремонт,Кирпичный,3100.0
 Яшнободский район,3,72.0,2,9,Евроремонт,Кирпичный,900.0
 Юнусабадский район,4,85.0,4,4,Черновая отделка,Кирпичный,1000.0
 Юнусабадский район,2,60.0,7,9,Черновая отделка,Панельный,550.0
 Чиланзарский район,2,50.0,3,4,Черновая отделка,Кирпичный,650.0
 Мирзо-Улугбекский район,2,48.0,2,4,Черновая отделка,Кирпичный,320.0
 Яшнободский район,1,32.0,2,8,Евроремонт,Кирпичный,850.0
 Мирабадский район,2,78.0,2,5,Евроремонт,Кирпичный,700.0
 Яшнободский район,3,72.0,2,9,Евроремонт,Кирпичный,850.0
 Мирзо-Улугбекский район,1,32.0,5,5,Черновая отделка,Кирпичный,350.0
 Яшнободский район,2,58.0,3,9,Евроремонт,Кирпичный,650.0
 Юнусабадский район,2,55.0,3,4,Средний,Кирпичный,500.0
 Мирзо-Улугбекский район,2,55.0,5,10,Евроремонт,Кирпичный,800.0
 Шайхантахурский район,4,100.0,2,4,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,3,85.0,3,4,Евроремонт,Кирпичный,1100.0
 Шайхантахурский район,2,75.0,7,8,Евроремонт,Кирпичный,1800.0
 Мирзо-Улугбекский район,3,70.0,3,5,Евроремонт,Кирпичный,700.0
 Юнусабадский район,2,50.0,7,9,Средний,Панельный,400.0
 Шайхантахурский район,3,72.0,3,5,Евроремонт,Кирпичный,850.0
 Юнусабадский район,3,80.0,4,9,Евроремонт,Кирпичный,500.0
 Яккасарайский район,3,74.0,2,4,Евроремонт,Кирпичный,800.0
 Мирзо-Улугбекский район,2,58.0,5,9,Черновая отделка,Кирпичный,500.0
 Чиланзарский район,2,48.0,2,5,Черновая отделка,Панельный,400.0
 Мирабадский район,2,52.0,3,3,Евроремонт,Кирпичный,600.0
 Мирабадский район,2,75.0,7,9,Евроремонт,Панельный,1000.0
 Мирабадский район,3,75.0,3,4,Евроремонт,Кирпичный,1000.0
 Мирабадский район,3,110.0,2,6,Евроремонт,Кирпичный,1400.0
 Юнусабадский район,3,86.0,1,5,Евроремонт,Кирпичный,600.0
 Шайхантахурский район,2,50.0,6,10,Евроремонт,Кирпичный,700.0
 Мирабадский район,4,184.0,6,8,Евроремонт,Кирпичный,2000.0
 Мирзо-Улугбекский район,3,70.0,3,4,Евроремонт,Кирпичный,500.0
 Мирабадский район,3,103.0,1,6,Евроремонт,Кирпичный,1200.0
 Яккасарайский район,3,115.0,4,7,Евроремонт,Кирпичный,1000.0
 Чиланзарский район,4,86.0,1,4,Евроремонт,Кирпичный,900.0
 Мирабадский район,3,100.0,4,4,Евроремонт,Кирпичный,1000.0
 Юнусабадский район,1,40.0,5,9,Евроремонт,Кирпичный,700.0
 Шайхантахурский район,3,75.0,4,4,Черновая отделка,Кирпичный,650.0
 Чиланзарский район,3,83.0,2,4,Черновая отделка,Кирпичный,500.0
 Чиланзарский район,2,56.0,4,4,Черновая отделка,Монолитный,500.0
 Мирабадский район,1,30.0,2,3,Средний,Кирпичный,500.0
 Яшнободский район,2,58.0,6,7,Черновая отделка,Кирпичный,700.0
 Мирабадский район,1,20.0,6,7,Средний,Кирпичный,350.0
 Мирабадский район,2,63.0,13,16,Евроремонт,Кирпичный,1600.0
 Мирабадский район,3,70.0,3,4,Евроремонт,Кирпичный,1000.0
 Яшнободский район,4,95.0,8,8,Евроремонт,Кирпичный,1600.0
 Мирзо-Улугбекский район,3,70.0,2,5,Евроремонт,Кирпичный,1100.0
 Шайхантахурский район,3,80.0,3,6,Евроремонт,Кирпичный,1200.0
 Яккасарайский район,2,92.0,3,9,Евроремонт,Кирпичный,900.0
 Яккасарайский район,1,41.0,4,5,Евроремонт,Кирпичный,600.0
